Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
2.32,2,0.2901666214212617800136639850,0.294415894924485,0.294415894924485,0.290520468050594,0.290520468050594,0.106479376973025,0.1166894791676307613699890672,0.0988036531393077613699890672,0.017885826028323,3.520018598709138153785572916,13.625480535572485083101907115,14.702790152530921595756830545,90330600
2.33,2,0.2893304367613917619171320511,0.293587756519604,0.293587756519604,0.28968326369686,0.28968326369686,0.106753605236981,0.1169346387656069569269098924,0.0990488127372839569269098924,0.017885826028323,3.5232736752642827685557643503,13.65381971139236816399516708,14.705840034051495443190942441,90719950
2.34,2,0.2884982415255192374128761236,0.292763557305405,0.292763557305405,0.288850053632067,0.288850053632067,0.107026185972651,0.1171782893146993641384912088,0.0992924632863763641384912088,0.017885826028323,3.5264855207533659509302580656,13.682214900576988004122241809,14.709063071735618260204995161,91109310
2.35,2,0.2876700972077147425646527782,0.291943359075094,0.291943359075094,0.288020899425275,0.288020899425275,0.107297124524083,0.1174204383122525282852006129,0.0995346122839295282852006129,0.017885826028323,3.5296543499594905657004495002,13.710664542613360095539417407,14.712456652105467151907742754,91498660
2.36,2,0.2868460106834486865829664157,0.291127169228512,0.291127169228512,0.287195807960339,0.287195807960339,0.107566435546985,0.1176611006632965799896229700,0.0997752746349735799896229700,0.017885826028323,3.5327805898803151804706409352,13.739171102307426709452158572,14.71602195542731790122105986,91888020
2.37,2,0.2860257722266753661504753946,0.290314778033539,0.290314778033539,0.286374569255461,0.286374569255461,0.107834129856454,0.1179002798567946104050309880,0.1000144538284716104050309880,0.017885826028323,3.5358643404672640656580414899,13.767728966684614739304576615,14.719752569269610418610025092,92277380
2.38,2,0.2852094909332472556209089689,0.28950629451552,0.28950629451552,0.285557292539531,0.285557292539531,0.108100199717144,0.1181379719670438555321539824,0.1002521459387208555321539824,0.017885826028323,3.5389054892572486804282329252,13.796340413455269264307298178,14.723649672976108785209878907,92666740
2.39,2,0.2843972358674497265072386272,0.288701788806987,0.288701788806987,0.284744046961055,0.284744046961055,0.108364672100868,0.1183742063970152552347441830,0.1004883803686922552347441830,0.017885826028323,3.5419048785833332951984243591,13.825000735645479542542250632,14.727707533604988899855108368,93056100
2.40,2,0.2835888160620906555421975063,0.287901069295706,0.287901069295706,0.283934641319966,0.283934641319966,0.108627538542115,0.1186089679991850760790773064,0.1007231419708620760790773064,0.017885826028323,3.5448620745009264775729180749,13.853712619480608374840728245,14.731927835918320789533053283,93445460
2.41,2,0.2827843316089487131599693459,0.287104236637599,0.287104236637599,0.283129175830098,0.283129175830098,0.108888809951391,0.1188422711902535884820398408,0.1009564451619305884820398408,0.017885826028323,3.5477774900180710923431095092,13.882482927456168562315247306,14.736316079227375269650731413,93834810
2.42,2,0.2819837692926256735013360664,0.28631127797744,0.28631127797744,0.28232763725994,0.28232763725994,0.109148497335067,0.1190741265212468040884901773,0.1011883004929238040884901773,0.017885826028323,3.5506514273993957071133009435,13.911293188855897357881571734,14.740853503047677836565981595,94224170
2.43,2,0.2811870202259911859074015246,0.285522084346669,0.285522084346669,0.281529916589575,0.281529916589575,0.109406604066736,0.1193045335607535402587690285,0.1014187075324305402587690285,0.017885826028323,3.5534838742858803218834923796,13.940150778866694869435229868,14.745546215916184528382812494,94613520
2.44,2,0.2803941811650257606069211719,0.284736752923491,0.284736752923491,0.280736110692976,0.280736110692976,0.109663137167505,0.1195335027170755090558984499,0.1016476766887525090558984499,0.017885826028323,3.5562751288534035042579860937,13.96906276441695911983717601,14.750400003861803268733290381,95002880
2.45,2,0.2796052531325424727911616510,0.28395528483995,0.28395528483995,0.279946220594202,0.279946220594202,0.10991809971184,0.1197610371023127903694722529,0.1018752110739897903694722529,0.017885826028323,3.5590252802570681190281775284,13.998010952564465877123599067,14.755396396340880600048321478,95392230
2.46,2,0.2788200128564484538110610914,0.283177456920238,0.283177456920238,0.27916002274889,0.27916002274889,0.110171506155718,0.1199871433749125375869777356,0.1021013173465895375869777356,0.017885826028323,3.5617345192473327337983689637,14.027011074268862001815413105,14.760549574997025267405604378,95781590
2.47,2,0.2780386912716765079720897655,0.282403500592786,0.282403500592786,0.278377748373587,0.278377748373587,0.110423358530814,0.1202118316420485237395480185,0.1023260056137255237395480185,0.017885826028323,3.5644031353733973485685603978,14.056061773434741135348754683,14.765857276424375811927776512,96170940
2.48,2,0.2772611450793330275023644782,0.281633272328581,0.281633272328581,0.277599253994654,0.277599253994654,0.110673657755758,0.1204350978127014452765606762,0.1025492717843784452765606762,0.017885826028323,3.5670310114361919633387518333,14.0851536315536028887119677,14.771309528923153367010312563,96560300
2.49,2,0.2764873840990672444985133364,0.280866782546725,0.280866782546725,0.276824549443713,0.276824549443713,0.110922420482171,0.1206569588919681571510773488,0.1027711328636451571510773488,0.017885826028323,3.5696186345958551457132455481,14.114285112159232251953301152,14.776903846862616528893499093,96949660
2.50,2,0.2757173980936803550596889385,0.280104020859483,0.280104020859483,0.276053624471083,0.276053624471083,0.111169642935626,0.1208774107451957754467669621,0.1029915847168727754467669621,0.017885826028323,3.5721658864033040309006461035,14.143463859253159954220458907,14.782646768668885724518699232,97339010
2.51,2,0.2749512037258695774409216566,0.27934500428259,0.27934500428259,0.27528649575978,0.27528649575978,0.111415334352719,0.1210964631971931217535135475,0.1032106371688701217535135475,0.017885826028323,3.5746730483185886456708375384,14.172680076265872965174557064,14.78852787726176931146528737,97728370
2.52,2,0.2741886617194413693250645050,0.278591545692274,0.278591545692274,0.274523023863768,0.274523023863768,0.111715404362337,0.1213700550866805627422916520,0.1034842290583575627422916520,0.017885826028323,3.5787426500264732604410289725,14.214707312884863391765110734,14.806691314827520575739485478,98117720
2.53,2,0.2734298887127839708386346754,0.277841569876659,0.277841569876659,0.273763325563672,0.273763325563672,0.112007080473632,0.1216353797382652216342520879,0.1037495537099422216342520879,0.017885826028323,3.5825754128143264428155226871,14.243662283991876651147638696,14.812320178911965419646038441,98507080
2.54,2,0.2726748753491530921699249472,0.277095349255341,0.277095349255341,0.273007391491338,0.273007391491338,0.112298432195491,0.1219005112524143827978540513,0.1040146852240913827978540513,0.017885826028323,3.5864026426222210575857141225,14.27265910658105005227120868,14.818101339200117219157126702,98896430
2.55,2,0.2719235182434306594264425639,0.276352780526714,0.276352780526714,0.272255118135573,0.272255118135573,0.112589467336485,0.1221654538277678421201943440,0.1042796277994448421201943440,0.017885826028323,3.5902244597323256723559055574,14.301688587695310873253134513,14.824025488054637117732246003,99285790
2.56,2,0.2711758079603611083798188139,0.275613854249769,0.275613854249769,0.271506496049615,0.271506496049615,0.1128801862263,0.1224302074643252505354225673,0.1045443814360022505354225673,0.017885826028323,3.5940408641446302871260969921,14.330767268779758933850335882,14.830108414373413264162140889,99675140
2.57,2,0.2704318410927261851019579638,0.274878667076169,0.274878667076169,0.270761621944038,0.270761621944038,0.113170585489788,0.1226947721620869571093891200,0.1048089461337639571093891200,0.017885826028323,3.5978518558591434695005907078,14.359877552779867621938391393,14.836332628693989208823798436,100064500
2.58,2,0.2696915032963556826959483374,0.274147105031634,0.274147105031634,0.270020381335233,0.270020381335233,0.113460681710614,0.1229591605169726985692348067,0.1050733344886496985692348067,0.017885826028323,3.6016577957223880842707821419,14.389035644108509329201099049,14.842713581755717924978848774,100453900
2.59,2,0.2689547965999325687048450839,0.273419169706496,0.273419169706496,0.269282776254358,0.269282776254358,0.113750462229646,0.1232233599330627381878188227,0.1053375339047397381878188227,0.017885826028323,3.605458322887842699040973577,14.418232856235509403881856228,14.849242520937434424890493905,100843200
2.60,2,0.2682216302275575126683587780,0.272694770855641,0.272694770855641,0.268548715814814,0.268548715814814,0.114039947003109,0.1234873872049166085793787748,0.1056015611765936085793787748,0.017885826028323,3.6092539184841973138111650123,14.447459656420088762330769191,14.855909724804873664782202655,101232600
2.61,2,0.2674921817754169944000442504,0.271974085890452,0.271974085890452,0.267818377829361,0.267818377829361,0.114329121433262,0.1237512339352543689038706600,0.1058654079069313689038706600,0.017885826028323,3.6130443419471019285813564461,14.476732887164602689558921922,14.86273140305049759326884508,101621900
2.62,2,0.2667663606851048029358873213,0.27125702434385,0.27125702434385,0.267091671629159,0.267091671629159,0.114617992880486,0.1240149043227161641142416793,0.1061290782943931641142416793,0.017885826028323,3.6168297135587351109558501613,14.506043390001205320847966805,14.869698256450787578029725672,102011300
2.63,2,0.2660440442465909850701749549,0.270543463724069,0.270543463724069,0.266368474354538,0.266368474354538,0.114906574024684,0.1242784067645815859846854364,0.1063925807362585859846854364,0.017885826028323,3.6206102738834339961432507171,14.535399006944085504628839224,14.876817658143875878569001176,102400600
2.64,2,0.2653253321159056974149702223,0.269833503601356,0.269833503601356,0.265648885783056,0.265648885783056,0.115194857187589,0.1245417370622111876939555283,0.1066559110338881876939555283,0.017885826028323,3.6243859026390486109134421511,14.564782258059873208623624471,14.88407212738851826899013864,102790000
2.65,2,0.2646101220710290260859934189,0.269127041984442,0.269127041984442,0.264932803568037,0.264932803568037,0.115482854333212,0.1248049036128842119503951600,0.1069190775845612119503951600,0.017885826028323,3.6281568403899032256836335857,14.594209563344104190266046437,14.891477486161570157154199233,103179400
2.66,2,0.2638984216162621385107754717,0.268424086382201,0.268424086382201,0.264220235222932,0.264220235222932,0.115770565199337,0.1250679064166010078198547304,0.1071820803882780078198547304,0.017885826028323,3.6319230871360078404538250206,14.623671896014486352655538825,14.899024548462173939310540759,103568700
2.67,2,0.2631903007232386901833192276,0.267724706662389,0.267724706662389,0.263511250804704,0.263511250804704,0.11605798314493,0.1253307412747214303493870386,0.1074449152463984303493870386,0.017885826028323,3.6356845225951810228283187359,14.653168908208272435237892606,14.906712671705080388077904237,103958100
2.68,2,0.2624856859446352454524944145,0.267028829772503,0.267028829772503,0.262805776776463,0.262805776776463,0.116345123324637,0.1255934207831655653319832882,0.1077075947548425653319832882,0.017885826028323,3.6394415076139556375985101703,14.682708377641438963383534775,14.914549213412558845575336497,104347400
2.69,2,0.2617846274587530550479471706,0.26633650562837,0.26633650562837,0.2621038633777,0.2621038633777,0.116631975592961,0.1258559365446531228617490776,0.1079701105163301228617490776,0.017885826028323,3.6431938016279702523687016052,14.712281510208581898327205189,14.92252520872729053672081335,104736800
2.70,2,0.2610869815340040480699702830,0.265647590850383,0.265647590850383,0.261405366701553,0.261405366701553,0.116918557560426,0.1261183011551038396658252114,0.1082324751267808396658252114,0.017885826028323,3.6469417654837434347431953211,14.741896104140015592895287244,14.930648059143864057010865501,105126100
2.71,2,0.2603927785524826016091631398,0.264962115692623,0.264962115692623,0.260710317167165,0.260710317167165,0.117204863969337,0.1263805104158782689229652865,0.1084946843875552689229652865,0.017885826028323,3.6506852788991180495133867561,14.77154325603777460411619619,14.938908667617300106856463286,105515500
2.72,2,0.2597020545045551560476911462,0.264280116313927,0.264280116313927,0.260018750808792,0.260018750808792,0.117490897758198,0.1266425685256162065202661049,0.1087567424972932065202661049,0.017885826028323,3.6544244621562626642835781904,14.801231006877672780145928815,14.947314711552013491532730272,105904800
2.73,2,0.2590147999732348104850524821,0.263601582998505,0.263601582998505,0.259330658197963,0.259330658197963,0.117776650863895,0.1269044670870377116176836639,0.1090186410587147116176836639,0.017885826028323,3.6581590746908272790537696252,14.830950563784819063478204479,14.955857189055190750138437981,106294200
2.74,2,0.2583308920048746017702580353,0.262926393450419,0.262926393450419,0.258645916231095,0.258645916231095,0.118062148563091,0.1271662270933421127165523720,0.1092804010650191127165523720,0.017885826028323,3.66188971791367189382396106,14.860709544817454529806509974,14.964543360700259309255934977,106683600
